Date,Open,High,Low,Close,Volume,Adj Close
20150617 13:33:00.100,5062.4,5062.4,5062.4,5062.4,908412,5062.4
20150617 13:33:00.600,5062.2,5062.2,5062.2,5062.2,908478,5062.2
20150617 13:33:01.100,5062.2,5062.2,5062.2,5062.2,908532,5062.2
20150617 13:33:01.600,5062.6,5062.6,5062.6,5062.6,908564,5062.6
20150617 13:33:02.100,5062.0,5062.0,5062.0,5062.0,908594,5062.0
20150617 13:33:02.600,5062.2,5062.2,5062.2,5062.2,908664,5062.2
20150617 13:33:03.100,5062.0,5062.0,5062.0,5062.0,908700,5062.0
20150617 13:33:03.600,5062.2,5062.2,5062.2,5062.2,908722,5062.2
20150617 13:33:04.100,5061.0,5061.0,5061.0,5061.0,908742,5061.0
20150617 13:33:04.600,5061.8,5061.8,5061.8,5061.8,908810,5061.8
20150617 13:33:05.100,5062.2,5062.2,5062.2,5062.2,908866,5062.2
20150617 13:33:05.600,5061.0,5061.0,5061.0,5061.0,909001,5061.0
20150617 13:33:06.100,5061.8,5061.8,5061.8,5061.8,909029,5061.8
20150617 13:33:06.600,5061.0,5061.0,5061.0,5061.0,909076,5061.0
20150617 13:33:07.100,5061.8,5061.8,5061.8,5061.8,909110,5061.8
20150617 13:33:07.600,5061.8,5061.8,5061.8,5061.8,909160,5061.8
20150617 13:33:08.100,5061.4,5061.4,5061.4,5061.4,909194,5061.4
20150617 13:33:08.600,5061.0,5061.0,5061.0,5061.0,909226,5061.0
20150617 13:33:09.100,5061.8,5061.8,5061.8,5061.8,909261,5061.8
20150617 13:33:09.600,5060.8,5060.8,5060.8,5060.8,909305,5060.8
20150617 13:33:10.100,5060.6,5060.6,5060.6,5060.6,909331,5060.6
20150617 13:33:10.600,5060.2,5060.2,5060.2,5060.2,909370,5060.2
20150617 13:33:11.100,5060.0,5060.0,5060.0,5060.0,909439,5060.0
20150617 13:33:11.600,5060.0,5060.0,5060.0,5060.0,909548,5060.0
20150617 13:33:12.100,5060.0,5060.0,5060.0,5060.0,909672,5060.0
20150617 13:33:12.600,5060.0,5060.0,5060.0,5060.0,909726,5060.0
20150617 13:33:13.100,5060.0,5060.0,5060.0,5060.0,909785,5060.0
20150617 13:33:13.600,5060.8,5060.8,5060.8,5060.8,909842,5060.8
20150617 13:33:14.100,5062.0,5062.0,5062.0,5062.0,909885,5062.0
20150617 13:33:14.600,5062.6,5062.6,5062.6,5062.6,909927,5062.6
20150617 13:33:15.100,5063.4,5063.4,5063.4,5063.4,909948,5063.4
20150617 13:33:15.600,5063.6,5063.6,5063.6,5063.6,910023,5063.6
20150617 13:33:16.100,5062.8,5062.8,5062.8,5062.8,910057,5062.8
20150617 13:33:16.600,5063.0,5063.0,5063.0,5063.0,910093,5063.0
20150617 13:33:17.100,5062.2,5062.2,5062.2,5062.2,910120,5062.2
20150617 13:33:17.600,5062.6,5062.6,5062.6,5062.6,910150,5062.6
20150617 13:33:18.100,5061.2,5061.2,5061.2,5061.2,910169,5061.2
20150617 13:33:18.600,5060.2,5060.2,5060.2,5060.2,910244,5060.2
20150617 13:33:19.100,5059.4,5059.4,5059.4,5059.4,910294,5059.4
20150617 13:33:19.600,5060.2,5060.2,5060.2,5060.2,910351,5060.2
20150617 13:33:20.100,5059.4,5059.4,5059.4,5059.4,910431,5059.4
20150617 13:33:20.600,5060.8,5060.8,5060.8,5060.8,910460,5060.8
20150617 13:33:21.100,5061.2,5061.2,5061.2,5061.2,910514,5061.2
20150617 13:33:21.600,5062.4,5062.4,5062.4,5062.4,910585,5062.4
20150617 13:33:22.100,5063.0,5063.0,5063.0,5063.0,910627,5063.0
20150617 13:33:22.600,5064.0,5064.0,5064.0,5064.0,910691,5064.0
20150617 13:33:23.100,5062.6,5062.6,5062.6,5062.6,910726,5062.6
20150617 13:33:23.600,5062.6,5062.6,5062.6,5062.6,910775,5062.6
20150617 13:33:24.100,5062.6,5062.6,5062.6,5062.6,910821,5062.6
20150617 13:33:24.600,5062.6,5062.6,5062.6,5062.6,910855,5062.6
20150617 13:33:25.100,5063.2,5063.2,5063.2,5063.2,910881,5063.2
20150617 13:33:25.600,5063.0,5063.0,5063.0,5063.0,910909,5063.0
20150617 13:33:26.100,5062.2,5062.2,5062.2,5062.2,910933,5062.2
20150617 13:33:26.600,5060.8,5060.8,5060.8,5060.8,910965,5060.8
20150617 13:33:27.100,5059.8,5059.8,5059.8,5059.8,911082,5059.8
20150617 13:33:27.600,5059.4,5059.4,5059.4,5059.4,911146,5059.4
20150617 13:33:28.100,5058.6,5058.6,5058.6,5058.6,911194,5058.6
20150617 13:33:28.600,5058.6,5058.6,5058.6,5058.6,911289,5058.6
20150617 13:33:29.100,5058.6,5058.6,5058.6,5058.6,911339,5058.6
20150617 13:33:29.600,5060.0,5060.0,5060.0,5060.0,911439,5060.0
20150617 13:33:30.100,5059.4,5059.4,5059.4,5059.4,911501,5059.4
20150617 13:33:30.600,5059.6,5059.6,5059.6,5059.6,911525,5059.6
20150617 13:33:31.100,5058.6,5058.6,5058.6,5058.6,911548,5058.6
20150617 13:33:31.600,5059.6,5059.6,5059.6,5059.6,911579,5059.6
20150617 13:33:32.100,5059.6,5059.6,5059.6,5059.6,911602,5059.6
20150617 13:33:32.600,5060.4,5060.4,5060.4,5060.4,911633,5060.4
20150617 13:33:33.100,5059.4,5059.4,5059.4,5059.4,911669,5059.4
20150617 13:33:33.600,5059.8,5059.8,5059.8,5059.8,911705,5059.8
20150617 13:33:34.100,5060.4,5060.4,5060.4,5060.4,911754,5060.4
20150617 13:33:34.600,5060.4,5060.4,5060.4,5060.4,911765,5060.4
20150617 13:33:35.100,5060.0,5060.0,5060.0,5060.0,911786,5060.0
20150617 13:33:35.600,5061.0,5061.0,5061.0,5061.0,911817,5061.0
20150617 13:33:36.100,5059.0,5059.0,5059.0,5059.0,911843,5059.0
20150617 13:33:36.600,5058.8,5058.8,5058.8,5058.8,911873,5058.8
20150617 13:33:37.100,5060.4,5060.4,5060.4,5060.4,911935,5060.4
20150617 13:33:37.600,5060.2,5060.2,5060.2,5060.2,911983,5060.2
20150617 13:33:38.100,5060.4,5060.4,5060.4,5060.4,912010,5060.4
20150617 13:33:38.600,5061.2,5061.2,5061.2,5061.2,912035,5061.2
20150617 13:33:39.100,5060.6,5060.6,5060.6,5060.6,912056,5060.6
20150617 13:33:39.600,5060.6,5060.6,5060.6,5060.6,912080,5060.6
20150617 13:33:40.100,5060.6,5060.6,5060.6,5060.6,912096,5060.6
20150617 13:33:40.600,5060.6,5060.6,5060.6,5060.6,912121,5060.6
20150617 13:33:41.100,5060.2,5060.2,5060.2,5060.2,912135,5060.2
20150617 13:33:41.600,5060.0,5060.0,5060.0,5060.0,912157,5060.0
20150617 13:33:42.100,5060.2,5060.2,5060.2,5060.2,912189,5060.2
20150617 13:33:42.600,5060.6,5060.6,5060.6,5060.6,912236,5060.6
20150617 13:33:43.100,5060.4,5060.4,5060.4,5060.4,912258,5060.4
20150617 13:33:43.600,5060.2,5060.2,5060.2,5060.2,912280,5060.2
20150617 13:33:44.100,5059.8,5059.8,5059.8,5059.8,912290,5059.8
20150617 13:33:44.600,5059.6,5059.6,5059.6,5059.6,912333,5059.6
20150617 13:33:45.100,5060.0,5060.0,5060.0,5060.0,912347,5060.0
20150617 13:33:45.600,5060.0,5060.0,5060.0,5060.0,912365,5060.0
20150617 13:33:46.100,5059.6,5059.6,5059.6,5059.6,912387,5059.6
20150617 13:33:46.600,5059.0,5059.0,5059.0,5059.0,912398,5059.0
20150617 13:33:47.100,5059.6,5059.6,5059.6,5059.6,912407,5059.6
20150617 13:33:47.600,5059.6,5059.6,5059.6,5059.6,912433,5059.6
20150617 13:33:48.100,5059.6,5059.6,5059.6,5059.6,912475,5059.6
20150617 13:33:48.600,5060.0,5060.0,5060.0,5060.0,912491,5060.0
20150617 13:33:49.100,5059.6,5059.6,5059.6,5059.6,912502,5059.6
20150617 13:33:49.600,5059.8,5059.8,5059.8,5059.8,912524,5059.8
20150617 13:33:50.100,5060.2,5060.2,5060.2,5060.2,912566,5060.2
20150617 13:33:50.600,5060.6,5060.6,5060.6,5060.6,912610,5060.6
20150617 13:33:51.100,5060.4,5060.4,5060.4,5060.4,912661,5060.4
20150617 13:33:51.600,5060.8,5060.8,5060.8,5060.8,912688,5060.8
20150617 13:33:52.100,5061.0,5061.0,5061.0,5061.0,912700,5061.0
20150617 13:33:52.600,5060.6,5060.6,5060.6,5060.6,912778,5060.6
20150617 13:33:53.100,5060.0,5060.0,5060.0,5060.0,912851,5060.0
20150617 13:33:53.600,5059.4,5059.4,5059.4,5059.4,912923,5059.4
20150617 13:33:54.100,5058.8,5058.8,5058.8,5058.8,912959,5058.8
20150617 13:33:54.600,5058.6,5058.6,5058.6,5058.6,912999,5058.6
20150617 13:33:55.100,5058.6,5058.6,5058.6,5058.6,913076,5058.6
20150617 13:33:55.600,5058.6,5058.6,5058.6,5058.6,913130,5058.6
20150617 13:33:56.100,5058.8,5058.8,5058.8,5058.8,913181,5058.8
20150617 13:33:56.600,5058.4,5058.4,5058.4,5058.4,913203,5058.4
20150617 13:33:57.100,5059.0,5059.0,5059.0,5059.0,913256,5059.0
20150617 13:33:57.600,5059.0,5059.0,5059.0,5059.0,913283,5059.0
20150617 13:33:58.100,5058.8,5058.8,5058.8,5058.8,913309,5058.8
20150617 13:33:58.600,5059.0,5059.0,5059.0,5059.0,913327,5059.0
20150617 13:33:59.100,5059.2,5059.2,5059.2,5059.2,913345,5059.2
20150617 13:33:59.600,5059.2,5059.2,5059.2,5059.2,913374,5059.2
20150617 13:34:00.100,5059.4,5059.4,5059.4,5059.4,913398,5059.4
20150617 13:34:00.600,5059.0,5059.0,5059.0,5059.0,913431,5059.0
20150617 13:34:01.100,5058.6,5058.6,5058.6,5058.6,913450,5058.6
20150617 13:34:01.600,5059.0,5059.0,5059.0,5059.0,913488,5059.0
20150617 13:34:02.100,5058.0,5058.0,5058.0,5058.0,913517,5058.0
20150617 13:34:02.600,5059.0,5059.0,5059.0,5059.0,913562,5059.0
20150617 13:34:03.100,5059.0,5059.0,5059.0,5059.0,913597,5059.0
20150617 13:34:03.600,5059.2,5059.2,5059.2,5059.2,913616,5059.2
20150617 13:34:04.100,5059.4,5059.4,5059.4,5059.4,913630,5059.4
20150617 13:34:04.600,5059.0,5059.0,5059.0,5059.0,913668,5059.0
20150617 13:34:05.100,5058.8,5058.8,5058.8,5058.8,913701,5058.8
20150617 13:34:05.600,5058.8,5058.8,5058.8,5058.8,913751,5058.8
20150617 13:34:06.100,5059.6,5059.6,5059.6,5059.6,913799,5059.6
20150617 13:34:06.600,5059.0,5059.0,5059.0,5059.0,913849,5059.0
20150617 13:34:07.100,5059.0,5059.0,5059.0,5059.0,913946,5059.0
20150617 13:34:07.600,5060.0,5060.0,5060.0,5060.0,913978,5060.0
20150617 13:34:08.100,5060.0,5060.0,5060.0,5060.0,914011,5060.0
20150617 13:34:08.600,5059.8,5059.8,5059.8,5059.8,914043,5059.8
20150617 13:34:09.100,5059.6,5059.6,5059.6,5059.6,914084,5059.6
20150617 13:34:09.600,5059.2,5059.2,5059.2,5059.2,914111,5059.2
20150617 13:34:10.100,5059.8,5059.8,5059.8,5059.8,914131,5059.8
20150617 13:34:10.600,5058.8,5058.8,5058.8,5058.8,914184,5058.8
20150617 13:34:11.100,5060.2,5060.2,5060.2,5060.2,914236,5060.2
20150617 13:34:11.600,5060.2,5060.2,5060.2,5060.2,914293,5060.2
20150617 13:34:12.100,5060.4,5060.4,5060.4,5060.4,914317,5060.4
20150617 13:34:12.600,5060.2,5060.2,5060.2,5060.2,914325,5060.2
20150617 13:34:13.100,5060.0,5060.0,5060.0,5060.0,914385,5060.0
20150617 13:34:13.600,5060.4,5060.4,5060.4,5060.4,914416,5060.4
20150617 13:34:14.100,5059.8,5059.8,5059.8,5059.8,914429,5059.8
20150617 13:34:14.600,5060.0,5060.0,5060.0,5060.0,914449,5060.0
20150617 13:34:15.100,5059.6,5059.6,5059.6,5059.6,914540,5059.6
20150617 13:34:15.600,5059.6,5059.6,5059.6,5059.6,914615,5059.6
20150617 13:34:16.100,5059.2,5059.2,5059.2,5059.2,914673,5059.2
20150617 13:34:16.600,5059.2,5059.2,5059.2,5059.2,914696,5059.2
20150617 13:34:17.100,5058.2,5058.2,5058.2,5058.2,914721,5058.2
20150617 13:34:17.600,5058.2,5058.2,5058.2,5058.2,914745,5058.2
20150617 13:34:18.100,5058.0,5058.0,5058.0,5058.0,914785,5058.0
20150617 13:34:18.600,5058.2,5058.2,5058.2,5058.2,914853,5058.2
20150617 13:34:19.100,5060.0,5060.0,5060.0,5060.0,914922,5060.0
20150617 13:34:19.600,5059.2,5059.2,5059.2,5059.2,914943,5059.2
20150617 13:34:20.100,5059.2,5059.2,5059.2,5059.2,914968,5059.2
20150617 13:34:20.600,5059.4,5059.4,5059.4,5059.4,914984,5059.4
20150617 13:34:21.100,5059.6,5059.6,5059.6,5059.6,915008,5059.6
20150617 13:34:21.600,5060.0,5060.0,5060.0,5060.0,915035,5060.0
20150617 13:34:22.100,5059.2,5059.2,5059.2,5059.2,915046,5059.2
20150617 13:34:22.600,5059.6,5059.6,5059.6,5059.6,915071,5059.6
20150617 13:34:23.100,5059.8,5059.8,5059.8,5059.8,915088,5059.8
20150617 13:34:23.600,5059.6,5059.6,5059.6,5059.6,915096,5059.6
20150617 13:34:24.100,5059.4,5059.4,5059.4,5059.4,915103,5059.4
20150617 13:34:24.600,5059.6,5059.6,5059.6,5059.6,915114,5059.6
20150617 13:34:25.100,5059.2,5059.2,5059.2,5059.2,915131,5059.2
20150617 13:34:25.600,5059.8,5059.8,5059.8,5059.8,915148,5059.8
20150617 13:34:26.100,5059.6,5059.6,5059.6,5059.6,915171,5059.6
20150617 13:34:26.600,5059.0,5059.0,5059.0,5059.0,915182,5059.0
20150617 13:34:27.100,5059.4,5059.4,5059.4,5059.4,915203,5059.4
20150617 13:34:27.600,5059.2,5059.2,5059.2,5059.2,915218,5059.2
20150617 13:34:28.100,5058.2,5058.2,5058.2,5058.2,915228,5058.2
20150617 13:34:28.600,5058.2,5058.2,5058.2,5058.2,915249,5058.2
20150617 13:34:29.100,5058.8,5058.8,5058.8,5058.8,915305,5058.8
20150617 13:34:29.600,5058.0,5058.0,5058.0,5058.0,915325,5058.0
20150617 13:34:30.100,5058.2,5058.2,5058.2,5058.2,915351,5058.2
20150617 13:34:30.600,5058.0,5058.0,5058.0,5058.0,915374,5058.0
20150617 13:34:31.100,5058.0,5058.0,5058.0,5058.0,915406,5058.0
20150617 13:34:31.600,5057.6,5057.6,5057.6,5057.6,915438,5057.6
20150617 13:34:32.100,5057.8,5057.8,5057.8,5057.8,915474,5057.8
20150617 13:34:32.600,5058.0,5058.0,5058.0,5058.0,915489,5058.0
20150617 13:34:33.100,5056.6,5056.6,5056.6,5056.6,915546,5056.6
20150617 13:34:33.600,5056.4,5056.4,5056.4,5056.4,915617,5056.4
20150617 13:34:34.100,5055.6,5055.6,5055.6,5055.6,915662,5055.6
20150617 13:34:34.600,5056.2,5056.2,5056.2,5056.2,915804,5056.2
20150617 13:34:35.100,5056.8,5056.8,5056.8,5056.8,915936,5056.8
20150617 13:34:35.600,5057.6,5057.6,5057.6,5057.6,916041,5057.6
20150617 13:34:36.100,5058.2,5058.2,5058.2,5058.2,916095,5058.2
20150617 13:34:36.600,5057.4,5057.4,5057.4,5057.4,916167,5057.4
20150617 13:34:37.100,5057.4,5057.4,5057.4,5057.4,916201,5057.4
20150617 13:34:37.600,5058.0,5058.0,5058.0,5058.0,916239,5058.0
20150617 13:34:38.100,5058.0,5058.0,5058.0,5058.0,916272,5058.0
20150617 13:34:38.600,5057.4,5057.4,5057.4,5057.4,916304,5057.4
20150617 13:34:39.100,5058.0,5058.0,5058.0,5058.0,916333,5058.0
20150617 13:34:39.600,5058.0,5058.0,5058.0,5058.0,916379,5058.0
20150617 13:34:40.100,5058.6,5058.6,5058.6,5058.6,916465,5058.6
20150617 13:34:40.600,5059.4,5059.4,5059.4,5059.4,916497,5059.4
20150617 13:34:41.100,5058.8,5058.8,5058.8,5058.8,916534,5058.8
20150617 13:34:41.600,5058.6,5058.6,5058.6,5058.6,916591,5058.6
20150617 13:34:42.100,5060.0,5060.0,5060.0,5060.0,916646,5060.0
20150617 13:34:42.600,5059.8,5059.8,5059.8,5059.8,916692,5059.8
20150617 13:34:43.100,5059.8,5059.8,5059.8,5059.8,916716,5059.8
20150617 13:34:43.600,5059.6,5059.6,5059.6,5059.6,916754,5059.6
20150617 13:34:44.100,5059.4,5059.4,5059.4,5059.4,916791,5059.4
20150617 13:34:44.600,5058.4,5058.4,5058.4,5058.4,916817,5058.4
20150617 13:34:45.100,5059.4,5059.4,5059.4,5059.4,916834,5059.4
20150617 13:34:45.600,5058.6,5058.6,5058.6,5058.6,916845,5058.6
20150617 13:34:46.100,5059.4,5059.4,5059.4,5059.4,916868,5059.4
20150617 13:34:46.600,5059.2,5059.2,5059.2,5059.2,916893,5059.2
20150617 13:34:47.100,5058.6,5058.6,5058.6,5058.6,916920,5058.6
20150617 13:34:47.600,5058.8,5058.8,5058.8,5058.8,916954,5058.8
20150617 13:34:48.100,5059.0,5059.0,5059.0,5059.0,917004,5059.0
20150617 13:34:48.600,5059.2,5059.2,5059.2,5059.2,917036,5059.2
20150617 13:34:49.100,5059.2,5059.2,5059.2,5059.2,917078,5059.2
20150617 13:34:49.600,5058.4,5058.4,5058.4,5058.4,917133,5058.4
20150617 13:34:50.100,5058.8,5058.8,5058.8,5058.8,917153,5058.8
20150617 13:34:50.600,5058.0,5058.0,5058.0,5058.0,917168,5058.0
20150617 13:34:51.100,5058.2,5058.2,5058.2,5058.2,917295,5058.2
20150617 13:34:51.600,5057.8,5057.8,5057.8,5057.8,917347,5057.8
20150617 13:34:52.100,5057.2,5057.2,5057.2,5057.2,917373,5057.2
20150617 13:34:52.600,5056.6,5056.6,5056.6,5056.6,917396,5056.6
20150617 13:34:53.100,5056.4,5056.4,5056.4,5056.4,917416,5056.4
20150617 13:34:53.600,5057.8,5057.8,5057.8,5057.8,917519,5057.8
20150617 13:34:54.100,5056.6,5056.6,5056.6,5056.6,917612,5056.6
20150617 13:34:54.600,5056.2,5056.2,5056.2,5056.2,917652,5056.2
20150617 13:34:55.100,5055.0,5055.0,5055.0,5055.0,917783,5055.0
20150617 13:34:55.600,5056.4,5056.4,5056.4,5056.4,917872,5056.4
20150617 13:34:56.100,5056.6,5056.6,5056.6,5056.6,917922,5056.6
20150617 13:34:56.600,5056.8,5056.8,5056.8,5056.8,917968,5056.8
20150617 13:34:57.100,5056.8,5056.8,5056.8,5056.8,918021,5056.8
20150617 13:34:57.600,5057.0,5057.0,5057.0,5057.0,918053,5057.0
20150617 13:34:58.100,5057.0,5057.0,5057.0,5057.0,918097,5057.0
20150617 13:34:58.600,5058.2,5058.2,5058.2,5058.2,918154,5058.2
20150617 13:34:59.100,5058.2,5058.2,5058.2,5058.2,918216,5058.2
20150617 13:34:59.600,5057.6,5057.6,5057.6,5057.6,918253,5057.6
20150617 13:35:00.100,5057.6,5057.6,5057.6,5057.6,918278,5057.6
20150617 13:35:00.600,5057.6,5057.6,5057.6,5057.6,918304,5057.6
20150617 13:35:01.100,5058.0,5058.0,5058.0,5058.0,918361,5058.0
20150617 13:35:01.600,5058.0,5058.0,5058.0,5058.0,918399,5058.0
20150617 13:35:02.100,5059.0,5059.0,5059.0,5059.0,918427,5059.0
20150617 13:35:02.600,5058.2,5058.2,5058.2,5058.2,918464,5058.2
20150617 13:35:03.100,5058.2,5058.2,5058.2,5058.2,918504,5058.2
20150617 13:35:03.600,5057.8,5057.8,5057.8,5057.8,918528,5057.8
20150617 13:35:04.100,5058.2,5058.2,5058.2,5058.2,918543,5058.2
20150617 13:35:04.600,5058.2,5058.2,5058.2,5058.2,918574,5058.2
20150617 13:35:05.100,5058.4,5058.4,5058.4,5058.4,918613,5058.4
20150617 13:35:05.600,5058.2,5058.2,5058.2,5058.2,918650,5058.2
20150617 13:35:06.100,5058.2,5058.2,5058.2,5058.2,918710,5058.2
20150617 13:35:06.600,5058.0,5058.0,5058.0,5058.0,918742,5058.0
20150617 13:35:07.100,5057.8,5057.8,5057.8,5057.8,918759,5057.8
20150617 13:35:07.600,5057.8,5057.8,5057.8,5057.8,918790,5057.8
20150617 13:35:08.100,5057.2,5057.2,5057.2,5057.2,918801,5057.2
20150617 13:35:08.600,5057.4,5057.4,5057.4,5057.4,918814,5057.4
20150617 13:35:09.100,5057.4,5057.4,5057.4,5057.4,918837,5057.4
20150617 13:35:09.600,5057.2,5057.2,5057.2,5057.2,918874,5057.2
20150617 13:35:10.100,5057.8,5057.8,5057.8,5057.8,918898,5057.8
20150617 13:35:10.600,5058.4,5058.4,5058.4,5058.4,918940,5058.4
20150617 13:35:11.100,5058.4,5058.4,5058.4,5058.4,918980,5058.4
20150617 13:35:11.600,5058.8,5058.8,5058.8,5058.8,919015,5058.8
20150617 13:35:12.100,5058.6,5058.6,5058.6,5058.6,919031,5058.6
20150617 13:35:12.600,5058.6,5058.6,5058.6,5058.6,919075,5058.6
20150617 13:35:13.100,5058.2,5058.2,5058.2,5058.2,919115,5058.2
20150617 13:35:13.600,5058.8,5058.8,5058.8,5058.8,919143,5058.8
20150617 13:35:14.100,5058.4,5058.4,5058.4,5058.4,919169,5058.4
20150617 13:35:14.600,5058.6,5058.6,5058.6,5058.6,919209,5058.6
20150617 13:35:15.100,5058.8,5058.8,5058.8,5058.8,919241,5058.8
20150617 13:35:15.600,5059.0,5059.0,5059.0,5059.0,919264,5059.0
20150617 13:35:16.100,5059.0,5059.0,5059.0,5059.0,919290,5059.0
20150617 13:35:16.600,5059.0,5059.0,5059.0,5059.0,919312,5059.0
20150617 13:35:17.100,5059.0,5059.0,5059.0,5059.0,919383,5059.0
20150617 13:35:17.600,5059.2,5059.2,5059.2,5059.2,919453,5059.2
20150617 13:35:18.100,5060.2,5060.2,5060.2,5060.2,919497,5060.2
20150617 13:35:18.600,5060.0,5060.0,5060.0,5060.0,919521,5060.0
20150617 13:35:19.100,5059.4,5059.4,5059.4,5059.4,919568,5059.4
20150617 13:35:19.600,5059.4,5059.4,5059.4,5059.4,919607,5059.4
20150617 13:35:20.100,5060.4,5060.4,5060.4,5060.4,919636,5060.4
20150617 13:35:20.600,5059.6,5059.6,5059.6,5059.6,919658,5059.6
20150617 13:35:21.100,5059.2,5059.2,5059.2,5059.2,919706,5059.2
20150617 13:35:21.600,5059.0,5059.0,5059.0,5059.0,919734,5059.0
20150617 13:35:22.100,5058.2,5058.2,5058.2,5058.2,919752,5058.2
20150617 13:35:22.600,5058.8,5058.8,5058.8,5058.8,919785,5058.8
20150617 13:35:23.100,5059.0,5059.0,5059.0,5059.0,919826,5059.0
20150617 13:35:23.600,5058.8,5058.8,5058.8,5058.8,919849,5058.8
20150617 13:35:24.100,5059.2,5059.2,5059.2,5059.2,919874,5059.2
20150617 13:35:24.600,5059.0,5059.0,5059.0,5059.0,919893,5059.0
20150617 13:35:25.100,5058.4,5058.4,5058.4,5058.4,919901,5058.4
20150617 13:35:25.600,5059.0,5059.0,5059.0,5059.0,919914,5059.0
20150617 13:35:26.100,5058.4,5058.4,5058.4,5058.4,919925,5058.4
20150617 13:35:26.600,5058.4,5058.4,5058.4,5058.4,919958,5058.4
20150617 13:35:27.100,5058.0,5058.0,5058.0,5058.0,919980,5058.0
20150617 13:35:27.600,5057.2,5057.2,5057.2,5057.2,920008,5057.2
20150617 13:35:28.100,5057.6,5057.6,5057.6,5057.6,920029,5057.6
20150617 13:35:28.600,5058.2,5058.2,5058.2,5058.2,920053,5058.2
20150617 13:35:29.100,5058.2,5058.2,5058.2,5058.2,920079,5058.2
20150617 13:35:29.600,5057.8,5057.8,5057.8,5057.8,920102,5057.8
20150617 13:35:30.100,5058.2,5058.2,5058.2,5058.2,920138,5058.2
20150617 13:35:30.600,5057.8,5057.8,5057.8,5057.8,920162,5057.8
20150617 13:35:31.100,5057.8,5057.8,5057.8,5057.8,920180,5057.8
20150617 13:35:31.600,5058.0,5058.0,5058.0,5058.0,920192,5058.0
20150617 13:35:32.100,5057.6,5057.6,5057.6,5057.6,920206,5057.6
20150617 13:35:32.600,5057.0,5057.0,5057.0,5057.0,920228,5057.0
20150617 13:35:33.100,5057.4,5057.4,5057.4,5057.4,920242,5057.4
20150617 13:35:33.600,5057.0,5057.0,5057.0,5057.0,920271,5057.0
20150617 13:35:34.100,5057.0,5057.0,5057.0,5057.0,920294,5057.0
20150617 13:35:34.600,5057.0,5057.0,5057.0,5057.0,920334,5057.0
20150617 13:35:35.100,5056.6,5056.6,5056.6,5056.6,920367,5056.6
20150617 13:35:35.600,5056.4,5056.4,5056.4,5056.4,920401,5056.4
20150617 13:35:36.100,5056.6,5056.6,5056.6,5056.6,920478,5056.6
20150617 13:35:36.600,5055.8,5055.8,5055.8,5055.8,920518,5055.8
20150617 13:35:37.100,5056.0,5056.0,5056.0,5056.0,920560,5056.0
20150617 13:35:37.600,5055.4,5055.4,5055.4,5055.4,920604,5055.4
20150617 13:35:38.100,5055.4,5055.4,5055.4,5055.4,920651,5055.4
20150617 13:35:38.600,5054.4,5054.4,5054.4,5054.4,920710,5054.4
20150617 13:35:39.100,5053.8,5053.8,5053.8,5053.8,920904,5053.8
20150617 13:35:39.600,5053.2,5053.2,5053.2,5053.2,921019,5053.2
20150617 13:35:40.100,5052.4,5052.4,5052.4,5052.4,921106,5052.4
20150617 13:35:40.600,5052.4,5052.4,5052.4,5052.4,921259,5052.4
20150617 13:35:41.100,5053.2,5053.2,5053.2,5053.2,921495,5053.2
20150617 13:35:41.600,5052.6,5052.6,5052.6,5052.6,921590,5052.6
20150617 13:35:42.100,5052.6,5052.6,5052.6,5052.6,921711,5052.6
20150617 13:35:42.600,5052.8,5052.8,5052.8,5052.8,921902,5052.8
20150617 13:35:43.100,5052.6,5052.6,5052.6,5052.6,921995,5052.6
20150617 13:35:43.600,5053.4,5053.4,5053.4,5053.4,922073,5053.4
20150617 13:35:44.100,5054.0,5054.0,5054.0,5054.0,922174,5054.0
20150617 13:35:44.600,5053.2,5053.2,5053.2,5053.2,922219,5053.2
20150617 13:35:45.100,5052.6,5052.6,5052.6,5052.6,922264,5052.6
20150617 13:35:45.600,5052.0,5052.0,5052.0,5052.0,922301,5052.0
20150617 13:35:46.100,5052.0,5052.0,5052.0,5052.0,922427,5052.0
20150617 13:35:46.600,5051.4,5051.4,5051.4,5051.4,922503,5051.4
20150617 13:35:47.100,5050.4,5050.4,5050.4,5050.4,922602,5050.4
20150617 13:35:47.600,5051.0,5051.0,5051.0,5051.0,922795,5051.0
20150617 13:35:48.100,5051.0,5051.0,5051.0,5051.0,922962,5051.0
20150617 13:35:48.600,5050.8,5050.8,5050.8,5050.8,923103,5050.8
20150617 13:35:49.100,5051.0,5051.0,5051.0,5051.0,923228,5051.0
20150617 13:35:49.600,5050.8,5050.8,5050.8,5050.8,923335,5050.8
20150617 13:35:50.100,5050.4,5050.4,5050.4,5050.4,923441,5050.4
20150617 13:35:50.600,5049.8,5049.8,5049.8,5049.8,923545,5049.8
20150617 13:35:51.100,5048.8,5048.8,5048.8,5048.8,923704,5048.8
20150617 13:35:51.600,5047.2,5047.2,5047.2,5047.2,924012,5047.2
20150617 13:35:52.100,5048.2,5048.2,5048.2,5048.2,924192,5048.2
20150617 13:35:52.600,5048.2,5048.2,5048.2,5048.2,924394,5048.2
20150617 13:35:53.100,5048.2,5048.2,5048.2,5048.2,924646,5048.2
20150617 13:35:53.600,5049.4,5049.4,5049.4,5049.4,924807,5049.4
20150617 13:35:54.100,5050.2,5050.2,5050.2,5050.2,924976,5050.2
